filename,K0,K1,K2,N0,N1,N2,P0,P1
laterite-94_jpg.rf.950119c7d07410b26209853502405a1d.jpg,1,0,0,1,0,0,1,0
laterite-68_jpg.rf.bc6306c53968818832f7fc6e6c0ce011.jpg,1,0,0,1,0,0,1,0
laterite-46_jpg.rf.69d7f24c40251cb8444d25f1ce315f69.jpg,1,0,0,1,0,0,1,0
alluvial-72_jpg.rf.43b7a87b0bdc36222b22a88e3d1d908c.jpg,0,1,0,0,1,0,1,0
laterite-24_png.rf.bdf16d66effcb4a8c02a41c183404670.jpg,1,0,0,1,0,0,1,0
clay-17_png.rf.6f42e68ee781421e661db8b640f431b7.jpg,0,0,1,0,0,1,0,1
clay-27_png.rf.5942700f4ec1fbf7634ca85870b427e8.jpg,0,0,1,0,0,1,0,1
laterite-4_png.rf.c5d841ae7a2752fec3b9f0ef9ebf0a81.jpg,1,0,0,1,0,0,1,0
sandy-78_jpg.rf.d5e0e369206e2cb685c6aa6528721149.jpg,1,0,0,1,0,0,1,0
sandy-56_jpg.rf.864add8caaede5b387648efab9f9a2b9.jpg,1,0,0,1,0,0,1,0
sandy-20_png.rf.bee45e14bdeb27ae9c31e26da4bc55e2.jpg,1,0,0,1,0,0,1,0
sandy-30_png.rf.6dec2fa19ecd4aa0f5af3fb75e9add58.jpg,1,0,0,1,0,0,1,0
sandy-77_jpg.rf.1118412855b1ed9e9beab0bb57595921.jpg,1,0,0,1,0,0,1,0
sandy-59_jpg.rf.29bd00b4faad675d346d3ea0a5a94725.jpg,1,0,0,1,0,0,1,0
laterite-91_jpg.rf.931c4a8d40e3757359161c2207027eba.jpg,1,0,0,1,0,0,1,0
sandy-5_png.rf.628e733436a446833086e894b6ad31e2.jpg,1,0,0,1,0,0,1,0
clay-45_jpg.rf.366737bd167fc19ce8bd2f557fdb8e8c.jpg,0,0,1,0,0,1,0,1
sandy-loam-41_jpg.rf.b706f43314f37846545b04cb8afc598f.jpg,0,1,0,1,0,0,0,1
clay-92_jpg.rf.8a1e3697eece3ef7778b0467ed38dc3a.jpg,0,0,1,0,0,1,0,1
clay-60_jpeg.rf.0d346eae116a4a50faad5070be949189.jpg,0,0,1,0,0,1,0,1
sandy-93_jpg.rf.14445a6687794608e20ac07808a21da3.jpg,1,0,0,1,0,0,1,0
clay-80_jpg.rf.207e9315879ec4b01d975b97177d445b.jpg,0,0,1,0,0,1,0,1
laterite-66_jpg.rf.ec6b0b029f7c3fa2c0686895043d572a.jpg,1,0,0,1,0,0,1,0
sandy-63_jpg.rf.4d380df92925ae389a43efc3e335faba.jpg,1,0,0,1,0,0,1,0
sandy-loam-45_jpg.rf.54344d3f4f43e5434699e4cf8f8ef0c1.jpg,0,1,0,1,0,0,0,1
sandy-94_jpg.rf.9a767c8e16b5f52a42e56e24ec526f18.jpg,1,0,0,1,0,0,1,0
sandy-67_jpg.rf.d15ec46c459fcec8f4ce2889595c5f6e.jpg,1,0,0,1,0,0,1,0
loamy-27_jpg.rf.84f6139b80323c378e23aa89f4bb97d8.jpg,0,0,1,0,0,1,0,1
alluvial-1_png.rf.58571c911bb341c2baede6377c7864a0.jpg,0,1,0,0,1,0,1,0
clay-67_jpg.rf.050e39c12137bdc33d1c223c877b4ce5.jpg,0,0,1,0,0,1,0,1
sandy-loam-7_png.rf.efd17e7ff2cbc415a542038f37d2ee70.jpg,0,1,0,1,0,0,0,1
sandy-loam-73_png.rf.8e8078301bbb06d478212c8a8034ade3.jpg,0,1,0,1,0,0,0,1
sandy-loam-57_jpg.rf.1274215d0d1e0cded7c39c5acae33035.jpg,0,1,0,1,0,0,0,1
alluvial-12_jpeg.rf.e2b23d6240b53932ec359462d97489ed.jpg,0,1,0,0,1,0,1,0
loamy-51_jpg.rf.2eb222853b3ad8770e1d98f1a426b462.jpg,0,0,1,0,0,1,0,1
alluvial-11_png.rf.81d0cb2eb08d16e4e648d7673a0d91a6.jpg,0,1,0,0,1,0,1,0
loamy-35_jpg.rf.95051eae7b10eaecd993fae3ce619439.jpg,0,0,1,0,0,1,0,1
loamy-13_png.rf.b10d70fff876d3eeb144288826003583.jpg,0,0,1,0,0,1,0,1
loamy-37_jpg.rf.d12ee6002dc64e051c9c605761ffb65d.jpg,0,0,1,0,0,1,0,1
alluvial-21_jpg.rf.4f99f3ebb12215afc35ba0a16a6085c4.jpg,0,1,0,0,1,0,1,0
alluvial-22_jpg.rf.4ef01d21dc9da4ea3adcfad81e5fa8f7.jpg,0,1,0,0,1,0,1,0
alluvial-24_jpg.rf.3795ea314602a1debc8dbca84cff13d4.jpg,0,1,0,0,1,0,1,0
sandy-loam-9_png.rf.bfff1f96954d5deb9cedff74dd069cef.jpg,0,1,0,1,0,0,0,1
sandy-loam-3_png.rf.e121fdc67ef6bb2f975813bd14a2120c.jpg,0,1,0,1,0,0,0,1
alluvial-69_jpg.rf.65006a09754215554bec2ab1a8148945.jpg,0,1,0,0,1,0,1,0
laterite-13_png.rf.4a89683a62db42cffe0d5ccaa42b1221.jpg,1,0,0,1,0,0,1,0
alluvial-26_jpg.rf.1dfe96a170dbb369e501fa5d3c4e4276.jpg,0,1,0,0,1,0,1,0
loamy-86_jpg.rf.3dd0d621bd5bce92a9388996b3b79bdd.jpg,0,0,1,0,0,1,0,1
sandy-loam-74_png.rf.e06872630d5eafebc641573875797d6c.jpg,0,1,0,1,0,0,0,1
sandy-loam-84_png.rf.d4f920d94b25077900c2866c9557bd8a.jpg,0,1,0,1,0,0,0,1
sandy-loam-36_jpg.rf.09cee026cf348f0cc1e93e0457d398a3.jpg,0,1,0,1,0,0,0,1
loamy-94_jpg.rf.bebe02286584a4b11baefa139ad28105.jpg,0,0,1,0,0,1,0,1
sandy-loam-55_jpg.rf.b721287673dc90665c452f3e22eba44e.jpg,0,1,0,1,0,0,0,1
laterite-10_png.rf.389423a96fce8e9468692c90c0d171d2.jpg,1,0,0,1,0,0,1,0
sandy-loam-4_png.rf.038509fb742b64fedf74f1ff1cdf38d2.jpg,0,1,0,1,0,0,0,1
