filename,K0,K1,K2,N0,N1,N2,P0,P1
clay-83_jpg.rf.d2b4fa28719071b9b338c74daef3bdc8.jpg,0,0,1,0,0,1,0,1
sandy-80_jpg.rf.4ae56ecb9d34a274587a04ed09419d4b.jpg,1,0,0,1,0,0,1,0
clay-85_jpg.rf.f04f3e05b53276a24caaa8acdcd21650.jpg,0,0,1,0,0,1,0,1
clay-8_png.rf.ff38a0b6921af470fec8edecf63d6d19.jpg,0,0,1,0,0,1,0,1
loamy-79_jpg.rf.cc8a1ea5a3f7e7f809d16040ae829594.jpg,0,0,1,0,0,1,0,1
laterite-83_jpeg.rf.19ba4c93ea76f63475163e2d6c420c6a.jpg,1,0,0,1,0,0,1,0
sandy-27_png.rf.cf396f0471c4a07d925a70770f7bb82e.jpg,1,0,0,1,0,0,1,0
sandy-loam-35_jpg.rf.6b09209b5086f0922e9aa630ce18d443.jpg,0,1,0,1,0,0,0,1
sandy-25_png.rf.5774831b9d8ec68c14ae0fbbb5aaf905.jpg,1,0,0,1,0,0,1,0
sandy-loam-68_jpg.rf.0fa7bc045e1eab5b18899aaa11255035.jpg,0,1,0,1,0,0,0,1
loamy-90_jpg.rf.a2bb4646bb8935ab2688a437dc514f7c.jpg,0,0,1,0,0,1,0,1
loamy-9_jpg.rf.2880a178abee94704f0c4cdfabbd766a.jpg,0,0,1,0,0,1,0,1
sandy-loam-28_jpg.rf.b6ff7a46d46d5aab95a028d64862f0e9.jpg,0,1,0,1,0,0,0,1
sandy-loam-67_jpg.rf.aa949a0e0006a9668a5233757735573d.jpg,0,1,0,1,0,0,0,1
sandy-loam-37_jpg.rf.42f97dc3fa3e2d2bba4eb2b9a0b5d2ed.jpg,0,1,0,1,0,0,0,1
laterite-76_jpg.rf.12cec4937d2afb1c41f4cdc9c324cc92.jpg,1,0,0,1,0,0,1,0
laterite-33_jpg.rf.b8f571706b3a3638ad71368ead1a44fc.jpg,1,0,0,1,0,0,1,0
sandy-loam-46_jpg.rf.c02d77e0486c74f841beb4ef761af97a.jpg,0,1,0,1,0,0,0,1
laterite-35_jpg.rf.a3721c6fce09558e0adb9aed63f09d60.jpg,1,0,0,1,0,0,1,0
laterite-34_jpg.rf.0c24981e396c1f56aff0d97c621e503c.jpg,1,0,0,1,0,0,1,0
laterite-87_jpg.rf.4b4a3d6537e287b6efa722a69ddb6d0d.jpg,1,0,0,1,0,0,1,0
sandy-24_png.rf.35adb3bea8e5a2c469951210d577b7c4.jpg,1,0,0,1,0,0,1,0
sandy-loam-38_jpg.rf.6a7d526fe583dccbd551c465d24c764a.jpg,0,1,0,1,0,0,0,1
loamy-89_jpg.rf.a475800c68ec3d67cc94f685f09d3a82.jpg,0,0,1,0,0,1,0,1
laterite-98_jpg.rf.976808405a7ef91127d6618293d59e32.jpg,1,0,0,1,0,0,1,0
sandy-loam-15_png.rf.f7721aa5c7210ef8c9be9156ec05b247.jpg,0,1,0,1,0,0,0,1
sandy-2_png.rf.0f4b9817ad3a4442e9835772a2924915.jpg,1,0,0,1,0,0,1,0
sandy-loam-44_jpg.rf.225f0d4b8484db6fd3cf215aef98b408.jpg,0,1,0,1,0,0,0,1
sandy-loam-16_png.rf.e88d2d83d6b6d61e7b662f1c0744000a.jpg,0,1,0,1,0,0,0,1
sandy-loam-40_jpg.rf.5d85d35a1db74e7a1fd5ad8cc92e2c91.jpg,0,1,0,1,0,0,0,1
sandy-loam-11_png.rf.7f7fce067442ce5d7fd5143ccc6c5cbd.jpg,0,1,0,1,0,0,0,1
laterite-36_jpg.rf.a4372949adabe183fba5fc952f3315c3.jpg,1,0,0,1,0,0,1,0
sandy-loam-69_jpg.rf.5add4ba212541be7138deb9417e6e12c.jpg,0,1,0,1,0,0,0,1
sandy-loam-34_jpg.rf.5961225ce133d378b89d9243b36ab1a7.jpg,0,1,0,1,0,0,0,1
laterite-23_png.rf.faf7a46e0683f7471c42555726924823.jpg,1,0,0,1,0,0,1,0
sandy-loam-26_png.rf.c28ed4d622b5057574419997499e4666.jpg,0,1,0,1,0,0,0,1
laterite-29_png.rf.e9a19dd9d721f3c0049e8883a4b1ca04.jpg,1,0,0,1,0,0,1,0
sandy-loam-39_jpg.rf.e5d9ba843f42157a1e941cf265b40bf2.jpg,0,1,0,1,0,0,0,1
laterite-99_jpg.rf.d384e720b4233a1ccfe922f2121cb678.jpg,1,0,0,1,0,0,1,0
laterite-16_png.rf.d8efb8cf2c80aa4c29278cbda4023ca8.jpg,1,0,0,1,0,0,1,0
sandy-loam-32_jpg.rf.9a18c946119305b079d4aa45830f960a.jpg,0,1,0,1,0,0,0,1
laterite-38_jpg.rf.f2f5deec485fc40d067bf4e777276933.jpg,1,0,0,1,0,0,1,0
sandy-loam-71_png.rf.8cf43f3ee706ccd76ce9ee4a44578729.jpg,0,1,0,1,0,0,0,1
sandy-loam-76_png.rf.953422a9cf154d8ff79e51a2b3bab1ee.jpg,0,1,0,1,0,0,0,1
sandy-loam-20_png.rf.e5c03393e7bb79a57194f737438b32e5.jpg,0,1,0,1,0,0,0,1
laterite-32_jpg.rf.1a4b3ce48d90477f518f089a4b36e5fa.jpg,1,0,0,1,0,0,1,0
sandy-31_png.rf.5a1fd22a5cd8cf1aff1adde028612adf.jpg,1,0,0,1,0,0,1,0
sandy-loam-17_png.rf.55f056a216aaccfab1e7370b16a2245d.jpg,0,1,0,1,0,0,0,1
laterite-97_jpg.rf.f4e7835ee06984f18a9cbd9350799bc7.jpg,1,0,0,1,0,0,1,0
laterite-37_jpg.rf.43fb82b98d9b742df68ccf312bb9d7a0.jpg,1,0,0,1,0,0,1,0
clay-10_png.rf.356cb7ddd08343af7b271c4356ea94dc.jpg,0,0,1,0,0,1,0,1
laterite-48_jpg.rf.7d4c84e3c74cd7ee17b7d83e5d7992d8.jpg,1,0,0,1,0,0,1,0
laterite-30_jpg.rf.59308d2e3337c50468bb680b81ec2b25.jpg,1,0,0,1,0,0,1,0
sandy-loam-78_png.rf.d74ed299675062f74c74278edede710e.jpg,0,1,0,1,0,0,0,1
sandy-loam-75_png.rf.84a21c416b62b59ce951cfaba309c9ea.jpg,0,1,0,1,0,0,0,1
clay-25_png.rf.c16f442d01df58e85fc15f6caf9414a3.jpg,0,0,1,0,0,1,0,1
laterite-38_jpg.rf.0557aa812aa476db206b2ae247e1ab05.jpg,1,0,0,1,0,0,1,0
sandy-loam-72_png.rf.a1d730746cfc37bffb8e7df12bae1c97.jpg,0,1,0,1,0,0,0,1
laterite-26_png.rf.3cd39b67cf1e9990ca4e688433fc4286.jpg,1,0,0,1,0,0,1,0
clay-24_png.rf.304b7f1045ff014d8e721906828e5922.jpg,0,0,1,0,0,1,0,1
clay-11_png.rf.faaa9eaa037efc8001bd712ff19c8af5.jpg,0,0,1,0,0,1,0,1
sandy-loam-70_jpg.rf.ce770ce8bd9022869a86dac945b82ee7.jpg,0,1,0,1,0,0,0,1
sandy-loam-25_png.rf.ba4dca2bb261713c8d357ae4e664e224.jpg,0,1,0,1,0,0,0,1
laterite-58_jpg.rf.419063829e5afbc92a6892d882c36f7a.jpg,1,0,0,1,0,0,1,0
laterite-5_png.rf.e50aaf7fc6cd305a1b39835ca0f5ca54.jpg,1,0,0,1,0,0,1,0
laterite-28_png.rf.befa2b51ce0d6eee692e23bee2dc4dea.jpg,1,0,0,1,0,0,1,0
sandy-loam-16_png.rf.124f09170dc90ba9d9a7176108f18876.jpg,0,1,0,1,0,0,0,1
clay-12_png.rf.d53a1764d7b2fc162cfd7e9a0e07e943.jpg,0,0,1,0,0,1,0,1
